title,type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,cluster,name
The Unsettling,SHOW,2019,23,1.0,5.2,717.0,7.614,6.7,US,1,crime,16,the unsettling
Pandemic: How to Prevent an Outbreak,SHOW,2020,48,1.0,6.3,2762.0,6.633,6.9,US,1,documentation,26,pandemic: how to prevent an outbreak
The Innocence Files,SHOW,2020,64,1.0,8.0,2622.0,3.368,7.4,US,1,documentation,26,the innocence files
Best Leftovers Ever!,SHOW,2020,36,1.0,5.6,526.0,1.467,6.8,US,1,reality,19,best leftovers ever!
One Spring Night,SHOW,2019,47,1.0,7.9,2601.0,14.852,8.4,KR,1,drama,36,one spring night
Drug Squad: Costa del Sol,SHOW,2019,64,1.0,6.7,571.0,5.835,7.0,ES,1,drama,34,drug squad: costa del sol
Typewriter,SHOW,2019,50,1.0,6.5,3887.0,7.08,6.6,IN,1,thriller,-1,typewriter
Kengan Ashura,SHOW,2019,25,2.0,8.0,4869.0,85.14,8.3,JP,1,animation,6,kengan ashura
You vs. Wild,SHOW,2019,19,2.0,6.6,2606.0,3.864,6.7,US,1,reality,19,you vs. wild
Historical Roasts,SHOW,2019,29,1.0,5.3,1716.0,1.408,5.6,US,1,comedy,1,historical roasts
Omniscient,SHOW,2020,46,1.0,6.5,2128.0,7.159,6.7,BR,1,scifi,-1,omniscient
Mortel,SHOW,2019,52,2.0,6.4,1452.0,8.205,7.5,FR,1,horror,-1,mortel
Put Your Head on My Shoulder,SHOW,2019,41,1.0,8.0,2191.0,29.769,8.4,CN,1,drama,31,put your head on my shoulder
La Révolution,SHOW,2020,46,1.0,6.6,5598.0,8.472,6.9,FR,1,drama,35,la révolution
The Circle France,SHOW,2020,47,1.0,7.4,719.0,1.33,8.7,FR,1,reality,-1,the circle france
The Trial,SHOW,2019,50,1.0,7.2,3151.0,7.175,7.5,IT,1,crime,-1,the trial
Touch Your Heart,SHOW,2019,63,1.0,7.6,3252.0,22.161,8.419,KR,1,drama,36,touch your heart
The Minions of Midas,SHOW,2020,53,1.0,6.6,4134.0,17.311,7.0,ES,1,crime,-1,the minions of midas
Betaal,SHOW,2020,47,1.0,5.4,8998.0,7.04,6.6,IN,1,thriller,-1,betaal
Rookie Historian Goo Hae-Ryung,SHOW,2019,43,1.0,8.1,2060.0,24.761,8.333,KR,1,romance,-1,rookie historian goo hae-ryung
Legend of Exorcism,SHOW,2020,20,2.0,7.7,93.0,16.041,9.5,CN,1,scifi,50,legend of exorcism
Beyblade Burst Surge,SHOW,2020,23,1.0,8.3,30.0,7.501,9.7,JP,1,animation,6,beyblade burst surge
Ricky Zoom,SHOW,2019,12,2.0,6.3,95.0,1.375,7.2,CN,1,animation,-1,ricky zoom
"Hi Bye, Mama!",SHOW,2020,63,2.0,7.9,1639.0,27.87,8.1,KR,1,scifi,43,"hi bye, mama!"
BREAK IT ALL: The History of Rock in Latin America,SHOW,2020,50,1.0,7.6,1230.0,7.752,7.6,AR,1,documentation,-1,break it all: the history of rock in latin america
My First First Love,SHOW,2019,48,2.0,7.5,2246.0,25.264,8.3,KR,1,drama,36,my first first love
Shadow,SHOW,2019,43,1.0,6.5,969.0,1.143,6.5,ZA,1,crime,-1,shadow
Women of the Night,SHOW,2019,47,2.0,6.3,879.0,7.418,6.8,NL,2,drama,-1,women of the night
(Un)Well,SHOW,2020,52,1.0,6.4,1068.0,3.075,6.7,US,1,documentation,26,(un)well
Abyss,SHOW,2019,63,1.0,7.1,2324.0,15.15,8.3,KR,1,scifi,43,abyss
The Naked Director,SHOW,2019,50,2.0,7.7,6147.0,252.688,7.5,JP,1,drama,7,the naked director
SAINT SEIYA: Knights of the Zodiac,SHOW,2019,24,2.0,4.5,1846.0,82.799,7.337,US,1,animation,22,saint seiya: knights of the zodiac
The School Nurse Files,SHOW,2020,51,1.0,6.4,1195.0,10.551,7.8,KR,1,scifi,43,the school nurse files
Skylines,SHOW,2019,57,1.0,7.5,2658.0,3.678,7.1,DE,1,crime,-1,skylines
Do Do Sol Sol La La Sol,SHOW,2020,60,1.0,7.3,1539.0,5.02,7.8,KR,1,comedy,24,do do sol sol la la sol
Was It Love?,SHOW,2020,69,1.0,7.1,907.0,4.721,8.1,KR,1,drama,36,was it love?
LEGO Marvel Avengers: Climate Conundrum,SHOW,2020,39,1.0,6.5,80.0,4.271,4.3,US,1,animation,22,lego marvel avengers: climate conundrum
Sing On!,SHOW,2020,36,1.0,6.4,399.0,2.441,8.5,US,1,reality,19,sing on!
Lovestruck in the City,SHOW,2020,30,1.0,7.6,2372.0,18.949,7.763,KR,1,drama,36,lovestruck in the city
Twice Upon a Time,SHOW,2019,48,1.0,6.2,1020.0,13.245,6.6,FR,1,drama,35,twice upon a time
Immigration Nation,SHOW,2020,63,1.0,7.4,1112.0,9.729,7.0,US,1,documentation,26,immigration nation
Terrace House: Tokyo 2019-2020,SHOW,2019,45,4.0,7.4,706.0,9.3,7.1,JP,1,reality,-1,terrace house: tokyo 2019-2020
Magical Andes,SHOW,2019,34,2.0,7.8,538.0,1.813,8.7,DE,1,documentation,-1,magical andes
Mythomaniac,SHOW,2019,46,2.0,6.8,1303.0,3.965,6.3,FR,1,comedy,13,mythomaniac
The Trials of Gabriel Fernandez,SHOW,2020,55,1.0,8.1,11276.0,9.821,7.5,US,1,crime,16,the trials of gabriel fernandez
Tiny Creatures,SHOW,2020,25,1.0,5.0,1241.0,6.667,6.9,GB,1,documentation,41,tiny creatures
45 RPM,SHOW,2019,57,1.0,7.1,513.0,3.804,6.9,ES,1,drama,34,45 rpm
The Circle Brazil,SHOW,2020,50,1.0,6.8,785.0,2.586,7.3,BR,1,reality,-1,the circle brazil
Search: WWW,SHOW,2019,63,1.0,7.8,1405.0,24.844,8.4,KR,1,drama,36,search: www
The Big Show Show,SHOW,2020,26,1.0,6.3,2426.0,8.046,7.5,US,1,comedy,1,the big show show
Brotherhood,SHOW,2019,51,2.0,7.5,1356.0,7.195,8.6,BR,1,drama,49,brotherhood
Cooked With Cannabis,SHOW,2020,35,1.0,6.6,351.0,1.517,10.0,US,1,reality,19,cooked with cannabis
Private Lives,SHOW,2020,67,1.0,6.6,620.0,8.209,6.4,KR,1,crime,-1,private lives
Carmel: Who Killed Maria Marta?,SHOW,2020,58,1.0,7.0,2463.0,33.319,7.5,AR,1,documentation,-1,carmel: who killed maria marta?
The Big Flower Fight,SHOW,2020,39,1.0,7.4,1206.0,3.011,6.9,US,2,reality,19,the big flower fight
Flavorful Origins,SHOW,2019,12,4.0,7.6,603.0,7.066,8.3,CN,1,documentation,-1,flavorful origins
The King's Avatar,SHOW,2019,36,1.0,8.2,1135.0,17.297,9.0,CN,1,action,25,the king's avatar
Can You Hear Me?,SHOW,2019,23,3.0,7.6,697.0,6.936,9.0,CA,1,comedy,18,can you hear me?
Skin Decision: Before and After,SHOW,2020,40,1.0,5.8,413.0,1.408,8.0,US,1,reality,19,skin decision: before and after
It's Bruno!,SHOW,2019,3,1.0,7.4,2922.0,3.208,6.9,US,1,comedy,1,it's bruno!
Oktoberfest: Beer & Blood,SHOW,2020,48,1.0,6.8,2177.0,6.856,7.0,DE,1,drama,45,oktoberfest: beer & blood
Shaun the Sheep: Adventures from Mossy Bottom,SHOW,2020,12,1.0,8.1,572.0,3.911,8.8,GB,1,animation,4,shaun the sheep: adventures from mossy bottom
The American Barbecue Showdown,SHOW,2020,43,1.0,7.1,1207.0,9.677,6.2,US,1,reality,19,the american barbecue showdown
Hook,SHOW,2020,43,1.0,6.5,25.0,2.137,6.3,TH,1,drama,48,hook
Almost Happy,SHOW,2020,27,2.0,6.8,934.0,4.813,7.2,AR,1,comedy,-1,almost happy
Street Food: Latin America,SHOW,2020,35,1.0,7.8,1313.0,8.231,7.2,US,1,documentation,26,street food: latin america
Archibald's Next Big Thing,SHOW,2019,23,2.0,7.5,289.0,6.453,8.0,US,1,family,3,archibald's next big thing
Paava Kadhaigal,SHOW,2020,37,1.0,8.1,6710.0,1.4,8.1,IN,1,drama,37,paava kadhaigal
Frontera Verde,SHOW,2019,41,1.0,7.2,2523.0,8.869,6.8,CO,1,crime,-1,frontera verde
The Legend of White Snake,SHOW,2019,46,1.0,7.3,237.0,8.369,8.2,CN,1,drama,31,the legend of white snake
Masaba Masaba,SHOW,2020,28,2.0,6.7,1760.0,8.408,9.0,IN,1,comedy,53,masaba masaba
Absurd Planet,SHOW,2020,20,1.0,3.9,1483.0,10.16,5.9,US,1,documentation,26,absurd planet
Rhythm + Flow,SHOW,2019,56,2.0,7.6,1600.0,4.572,8.2,US,1,reality,19,rhythm + flow
My Perfect Landing,SHOW,2020,25,1.0,6.4,175.0,5.31,9.2,CA,1,family,-1,my perfect landing
El Dragón: Return of a Warrior,SHOW,2019,45,2.0,6.8,1872.0,36.514,7.4,US,1,action,17,el dragón: return of a warrior
Criminal: Germany,SHOW,2019,44,1.0,7.6,5209.0,6.928,7.1,DE,1,drama,45,criminal: germany
Who Killed Malcolm X?,SHOW,2019,43,1.0,7.6,2152.0,2.1,7.5,US,1,crime,16,who killed malcolm x?
The Forest of Love: Deep Cut,SHOW,2020,40,1.0,6.8,453.0,6.072,7.0,JP,1,drama,7,the forest of love: deep cut
Reality Z,SHOW,2020,31,1.0,5.6,2487.0,11.161,6.8,BR,1,comedy,51,reality z
Awake: The Million Dollar Game,SHOW,2019,38,1.0,5.9,783.0,0.706,6.2,US,1,reality,19,awake: the million dollar game
Mystery Lab,SHOW,2020,26,1.0,7.4,782.0,1.858,7.4,BR,1,comedy,51,mystery lab
Drifting Dragons,SHOW,2020,24,1.0,6.0,591.0,6.905,7.7,JP,1,animation,6,drifting dragons
Go! Live Your Way,SHOW,2019,40,2.0,6.7,641.0,26.206,9.1,AR,1,drama,39,go! live your way
Back with the Ex,SHOW,2019,45,1.0,6.2,632.0,1.4,8.3,AU,1,reality,54,back with the ex
Ashley Garcia: Genius in Love,SHOW,2020,29,3.0,6.7,1211.0,11.279,7.8,US,1,comedy,1,ashley garcia: genius in love
SanPa: Sins of the Savior,SHOW,2020,60,1.0,7.8,1526.0,1.775,7.6,IT,1,documentation,-1,sanpa: sins of the savior
El Final del Paraíso,SHOW,2019,50,1.0,5.1,221.0,105.774,4.0,MX,1,drama,28,el final del paraíso
The Business of Drugs,SHOW,2020,43,1.0,7.2,1671.0,5.588,7.0,US,1,documentation,26,the business of drugs
Alien TV,SHOW,2020,24,2.0,6.1,299.0,9.927,6.6,AU,1,family,-1,alien tv
Malibu Rescue: The Series,SHOW,2019,24,1.0,5.4,993.0,12.306,7.7,US,1,comedy,1,malibu rescue: the series
Black Dog,SHOW,2019,80,1.0,7.6,176.0,5.171,9.1,KR,1,drama,36,black dog
The Witcher: A Look Inside the Episodes,SHOW,2020,6,1.0,7.1,158.0,9.73,5.3,GB,1,documentation,41,the witcher: a look inside the episodes
Dino Girl Gauko,SHOW,2019,9,2.0,6.9,71.0,5.127,9.0,JP,1,fantasy,-1,dino girl gauko
Korean Pork Belly Rhapsody,SHOW,2020,48,1.0,7.8,67.0,2.067,8.5,KR,1,documentation,-1,korean pork belly rhapsody
The Iliza Shlesinger Sketch Show,SHOW,2020,19,1.0,4.9,923.0,1.96,8.0,US,1,comedy,1,the iliza shlesinger sketch show
The Queen and the Conqueror,SHOW,2020,46,1.0,6.5,178.0,3.778,10.0,CO,1,drama,-1,the queen and the conqueror
The Stranded,SHOW,2019,49,1.0,6.2,1279.0,14.772,7.2,TH,1,drama,48,the stranded
You Cannot Hide,SHOW,2019,45,1.0,6.4,1121.0,33.416,7.1,MX,1,action,-1,you cannot hide
Well-Intended Love,SHOW,2019,45,2.0,7.2,1466.0,14.059,7.8,CN,1,drama,31,well-intended love
The Idhun Chronicles,SHOW,2020,27,2.0,5.3,568.0,9.044,7.5,ES,1,action,-1,the idhun chronicles
Mismatched,SHOW,2020,33,1.0,5.5,3712.0,3.402,6.8,IN,1,comedy,53,mismatched
"Coronavirus, Explained",SHOW,2020,23,1.0,7.6,2254.0,5.929,7.4,US,1,documentation,26,"coronavirus, explained"
Family Reunion,SHOW,2019,29,5.0,6.4,2632.0,18.784,8.6,US,1,comedy,1,family reunion
Brews Brothers,SHOW,2020,28,1.0,5.1,1966.0,2.033,5.2,US,1,comedy,1,brews brothers
Seis Manos,SHOW,2019,27,1.0,7.1,1607.0,9.498,6.9,US,1,crime,16,seis manos
Anitta: Made in Honório,SHOW,2020,30,1.0,6.9,409.0,2.634,5.5,BR,1,documentation,-1,anitta: made in honório
Bolívar: Una lucha admirable,SHOW,2019,52,1.0,7.3,760.0,28.05,7.6,CO,1,action,-1,bolívar: una lucha admirable
Tijuana,SHOW,2019,41,1.0,6.9,333.0,3.965,7.7,MX,1,drama,28,tijuana
Stolen Away,SHOW,2020,48,1.0,7.1,2344.0,14.787,7.1,ES,1,thriller,-1,stolen away
Yankee,SHOW,2019,38,1.0,5.8,701.0,8.38,6.6,MX,1,drama,28,yankee
Monzón: A Knockout Blow,SHOW,2019,45,1.0,7.9,744.0,3.878,8.3,AR,1,sport,-1,monzón: a knockout blow
Girls from Ipanema,SHOW,2019,46,2.0,7.8,3483.0,10.758,7.2,BR,1,drama,49,girls from ipanema
The Crowned Clown,SHOW,2019,75,1.0,8.0,938.0,6.289,8.7,KR,1,drama,36,the crowned clown
The Writer,SHOW,2019,37,1.0,8.2,32.0,1.771,10.0,LB,1,drama,-1,the writer
revisions,SHOW,2019,23,1.0,5.9,612.0,4.35,7.0,JP,1,animation,6,revisions
Indian Matchmaking,SHOW,2020,36,2.0,6.2,3085.0,3.863,8.8,US,2,reality,19,indian matchmaking
Huge in France,SHOW,2019,31,1.0,6.7,2832.0,1.672,5.4,FR,1,comedy,13,huge in france
Examination of Conscience,SHOW,2019,52,1.0,7.8,427.0,2.183,8.8,ES,1,documentation,52,examination of conscience
Leila,SHOW,2019,46,1.0,4.9,8906.0,2.799,7.0,IN,1,scifi,-1,leila
Trigger Warning with Killer Mike,SHOW,2019,26,1.0,6.9,1254.0,1.353,7.1,US,1,documentation,26,trigger warning with killer mike
Levius,SHOW,2019,25,1.0,6.9,539.0,7.629,7.9,JP,1,animation,6,levius
The Victims' Game,SHOW,2020,59,1.0,7.3,1408.0,3.275,7.5,TW,1,drama,27,the victims' game
Possessed,SHOW,2019,64,1.0,6.7,784.0,8.09,7.5,KR,1,thriller,-1,possessed
The Devil Punisher,SHOW,2020,70,1.0,5.8,161.0,5.671,9.0,TW,1,scifi,-1,the devil punisher
La Línea: Shadow of Narco,SHOW,2020,30,1.0,6.4,394.0,11.722,6.7,ES,1,documentation,52,la línea: shadow of narco
Trial 4,SHOW,2020,55,1.0,7.4,2083.0,6.71,7.1,US,1,documentation,26,trial 4
A Perfect Crime,SHOW,2020,43,1.0,7.3,1394.0,6.559,7.6,DE,1,documentation,-1,a perfect crime
Scams,SHOW,2019,24,1.0,6.4,384.0,3.322,6.8,JP,1,action,21,scams
World's Most Wanted,SHOW,2020,47,1.0,7.1,2532.0,3.723,8.0,US,1,documentation,26,world's most wanted
Someone Has to Die,SHOW,2020,50,1.0,6.3,4841.0,9.426,7.3,ES,2,drama,34,someone has to die
Crime Diaries: Night Out,SHOW,2019,44,1.0,7.3,865.0,11.376,7.3,MX,1,crime,-1,crime diaries: night out
The Prince of Tennis,SHOW,2019,45,1.0,7.6,216.0,3.97,9.2,CN,1,drama,31,the prince of tennis
Hong Kong West Side Stories,SHOW,2019,23,2.0,5.7,6.0,1.541,8.3,HK,1,drama,-1,hong kong west side stories
Handsome Siblings,SHOW,2020,46,1.0,7.9,629.0,8.864,8.3,CN,1,comedy,-1,handsome siblings
Pinky Malinky,SHOW,2019,13,3.0,5.5,1015.0,7.955,4.5,US,1,comedy,1,pinky malinky
Twelve Forever,SHOW,2019,14,1.0,6.6,682.0,3.485,6.6,US,1,family,3,twelve forever
A Little Thing Called First Love,SHOW,2019,45,1.0,7.9,387.0,16.225,9.2,CN,1,comedy,-1,a little thing called first love
Flinch,SHOW,2019,24,1.0,4.3,717.0,3.863,5.6,GB,1,reality,14,flinch
My Dear Warrior,SHOW,2019,44,1.0,4.9,21.0,2.737,9.3,TH,1,drama,48,my dear warrior
Nowhere Man,SHOW,2019,47,1.0,5.5,371.0,3.301,6.6,TW,1,crime,-1,nowhere man
Room 2806: The Accusation,SHOW,2020,49,1.0,7.0,2327.0,2.939,7.3,FR,1,documentation,-1,room 2806: the accusation
Team Kaylie,SHOW,2019,29,3.0,4.1,347.0,9.46,8.2,US,1,comedy,1,team kaylie
How To Ruin Christmas,SHOW,2020,50,2.0,6.0,503.0,2.344,10.0,ZA,1,drama,-1,how to ruin christmas
Jailbirds,SHOW,2019,41,1.0,7.0,1176.0,1.976,7.6,US,1,reality,19,jailbirds
Rhyme Time Town,SHOW,2020,21,2.0,7.6,78.0,3.171,8.2,US,1,animation,22,rhyme time town
Once Upon a Time in Lingjian Mountain,SHOW,2019,44,2.0,7.4,280.0,6.064,7.4,CN,1,action,25,once upon a time in lingjian mountain
Social Distance,SHOW,2020,20,1.0,5.7,664.0,12.324,6.8,US,1,drama,10,social distance
Say I Do,SHOW,2020,54,1.0,7.7,531.0,1.323,7.7,GB,2,reality,14,say i do
Bard of Blood,SHOW,2019,44,2.0,6.8,13005.0,4.509,7.4,IN,1,action,-1,bard of blood
Jinn,SHOW,2019,32,1.0,3.4,10097.0,4.756,6.5,JO,1,drama,-1,jinn
Home Game,SHOW,2020,29,1.0,7.0,855.0,2.907,6.4,US,1,documentation,26,home game
Go! Go! Cory Carson,SHOW,2020,9,6.0,7.9,242.0,7.048,8.7,US,1,comedy,1,go! go! cory carson
Triad Princess,SHOW,2019,43,1.0,6.7,699.0,3.771,7.1,TW,1,drama,27,triad princess
Maradona in Mexico,SHOW,2019,33,1.0,7.3,1124.0,3.572,7.1,AR,2,documentation,-1,maradona in mexico
I Hear You,SHOW,2019,44,1.0,7.2,601.0,10.936,7.9,CN,1,drama,31,i hear you
Charlie's Colorforms City,SHOW,2019,23,4.0,6.7,154.0,3.312,8.5,US,1,animation,22,charlie's colorforms city
Playing with Fire,SHOW,2019,43,1.0,5.9,965.0,20.807,6.2,MX,1,drama,28,playing with fire
My Husband Won't Fit,SHOW,2019,35,1.0,6.7,818.0,8.368,6.3,JP,1,drama,7,my husband won't fit
Somewhere Only We Know,SHOW,2019,58,1.0,7.2,167.0,6.808,9.0,CN,1,drama,31,somewhere only we know
Million Dollar Beach House,SHOW,2020,28,1.0,4.2,816.0,1.672,5.7,US,1,reality,19,million dollar beach house
Hyena,SHOW,2020,62,1.0,7.7,793.0,4.022,8.7,KR,1,drama,36,hyena
Stay Tuned!,SHOW,2019,44,1.0,7.5,357.0,1.89,9.0,JP,1,comedy,23,stay tuned!
Sing On! Germany,SHOW,2020,38,1.0,5.5,138.0,1.597,8.7,DE,1,reality,-1,sing on! germany
Holiday Secrets,SHOW,2019,38,1.0,6.5,1156.0,5.508,6.4,DE,1,drama,45,holiday secrets
Futmalls.com,SHOW,2020,40,1.0,6.5,186.0,1.965,8.5,TW,1,scifi,-1,futmalls.com
Lugar de Mulher,SHOW,2019,15,1.0,4.7,39.0,1.396,10.0,BR,1,comedy,51,lugar de mulher
The Lies Within,SHOW,2019,60,1.0,7.0,383.0,3.998,7.4,KR,1,drama,36,the lies within
Queer Eye: We're in Japan!,SHOW,2019,50,1.0,8.2,2608.0,1.716,7.2,US,1,reality,19,queer eye: we're in japan!
Tiffany Haddish Presents: They Ready,SHOW,2019,23,2.0,6.5,563.0,0.961,6.2,US,1,comedy,1,tiffany haddish presents: they ready
Sing On! Spain,SHOW,2020,39,1.0,6.1,133.0,1.795,8.5,ES,1,music,-1,sing on! spain
A Thousand Goodnights,SHOW,2019,71,1.0,8.0,94.0,6.367,4.9,TW,1,family,-1,a thousand goodnights
Larry Charles' Dangerous World of Comedy,SHOW,2019,59,1.0,7.3,576.0,1.513,6.0,US,1,documentation,26,larry charles' dangerous world of comedy
A Queen Is Born,SHOW,2020,44,1.0,6.0,151.0,2.435,10.0,BR,1,reality,-1,a queen is born
YooHoo to the Rescue,SHOW,2019,13,3.0,6.8,54.0,2.196,8.0,KR,1,animation,-1,yoohoo to the rescue
Narcoworld: Dope Stories,SHOW,2019,40,1.0,6.6,323.0,4.774,9.1,US,1,documentation,26,narcoworld: dope stories
Sleepless Society NYCTOPHOBIA,SHOW,2019,46,1.0,5.6,46.0,2.664,9.3,TH,1,thriller,-1,sleepless society nyctophobia
Taj Mahal 1989,SHOW,2020,34,1.0,7.4,1542.0,2.624,7.3,IO,1,drama,-1,taj mahal 1989
J-Style Trip,SHOW,2020,64,1.0,5.0,114.0,1.879,7.5,TW,2,reality,-1,j-style trip
The Underclass,SHOW,2020,55,1.0,6.5,64.0,2.426,6.7,TH,1,drama,48,the underclass
GAME ON: A Comedy Crossover Event,SHOW,2020,30,2.0,5.5,219.0,3.255,7.7,US,1,comedy,1,game on: a comedy crossover event
Crime Diaries: The Candidate,SHOW,2019,42,1.0,7.5,813.0,9.173,7.4,MX,1,thriller,-1,crime diaries: the candidate
Sakho & Mangane,SHOW,2019,51,1.0,6.3,135.0,3.577,7.0,SN,1,action,-1,sakho & mangane
Secreto bien guardado,SHOW,2019,30,1.0,5.0,195.0,2.832,10.0,AR,1,drama,39,secreto bien guardado
Legend Quest: Masters of Myth,SHOW,2019,25,1.0,7.5,128.0,5.398,10.0,MX,1,animation,-1,legend quest: masters of myth
Hello Ninja,SHOW,2019,13,4.0,6.8,119.0,7.582,7.0,CA,1,family,-1,hello ninja
True: Terrific Tales,SHOW,2020,8,1.0,6.2,24.0,2.148,9.0,US,1,animation,22,true: terrific tales
Singapore Social,SHOW,2019,38,1.0,4.7,2197.0,1.797,10.0,US,1,reality,19,singapore social
Living Undocumented,SHOW,2019,43,1.0,6.6,580.0,1.19,6.0,US,1,documentation,26,living undocumented
The Fabulous Lives of Bollywood Wives,SHOW,2020,37,1.0,4.7,9695.0,1.363,5.5,IN,1,reality,-1,the fabulous lives of bollywood wives
Holiday Home Makeover with Mr. Christmas,SHOW,2020,44,1.0,5.8,293.0,5.464,6.7,US,1,reality,19,holiday home makeover with mr. christmas
Hasmukh,SHOW,2020,32,1.0,5.3,2680.0,2.372,7.0,IN,1,comedy,53,hasmukh
Sugar Rush Christmas,SHOW,2019,51,2.0,6.8,590.0,2.274,7.7,US,1,reality,19,sugar rush christmas
Cricket Fever: Mumbai Indians,SHOW,2019,38,1.0,7.2,710.0,1.4,9.0,IN,1,documentation,-1,cricket fever: mumbai indians
Buddi,SHOW,2020,10,2.0,7.2,58.0,1.032,10.0,US,1,family,3,buddi
Felipe Esparza: Bad Decisions,SHOW,2020,63,1.0,5.3,176.0,1.061,10.0,US,1,comedy,1,felipe esparza: bad decisions
Mighty Little Bheem,SHOW,2019,6,3.0,6.4,252.0,8.586,8.4,US,1,animation,22,mighty little bheem
Find Yourself,SHOW,2020,45,1.0,7.7,212.0,14.895,7.7,CN,1,drama,31,find yourself
Six Windows in the Desert,SHOW,2020,21,1.0,4.3,3104.0,1.176,10.0,SA,1,drama,-1,six windows in the desert
Green Door,SHOW,2019,49,1.0,6.4,131.0,2.114,8.3,TW,1,drama,27,green door
Fary: Hexagone,SHOW,2020,51,1.0,6.2,129.0,1.41,7.0,FR,1,comedy,13,fary: hexagone
Nailed It! Germany,SHOW,2020,0,1.0,5.7,102.0,2.157,10.0,DE,1,reality,-1,nailed it! germany
Nailed It! Mexico,SHOW,2019,33,3.0,6.2,308.0,4.224,7.1,MX,1,reality,-1,nailed it! mexico
Valentino,SHOW,2020,37,1.0,5.2,225.0,6.16,6.5,EG,1,comedy,-1,valentino
Bangkok Love Stories: Plead,SHOW,2019,42,1.0,7.2,58.0,1.82,9.0,TH,1,drama,48,bangkok love stories: plead
The 43,SHOW,2019,66,1.0,7.1,143.0,2.828,6.9,MX,1,documentation,-1,the 43
Kings of Jo'Burg,SHOW,2020,53,1.0,5.0,499.0,5.53,7.9,ZA,1,crime,-1,kings of jo'burg
Bad Boy Billionaires: India,SHOW,2020,59,1.0,7.9,3057.0,1.974,8.3,XX,1,crime,-1,bad boy billionaires: india
The Unremarkable Juanquini,SHOW,2020,29,2.0,4.3,191.0,7.945,7.0,CO,1,comedy,-1,the unremarkable juanquini
"Wait, My Youth",SHOW,2019,36,1.0,8.0,122.0,4.459,9.0,CN,1,drama,31,"wait, my youth"
Voices of Fire,SHOW,2020,37,1.0,6.8,388.0,1.137,8.0,US,1,music,-1,voices of fire
The Defected,SHOW,2019,42,1.0,7.4,70.0,6.024,9.0,HK,1,drama,-1,the defected
Country Ever After,SHOW,2020,24,1.0,6.4,170.0,1.11,9.7,US,1,reality,19,country ever after
Dollar,SHOW,2019,41,1.0,6.6,602.0,2.16,8.0,LB,1,action,-1,dollar
Bookmarks: Celebrating Black Voices,SHOW,2020,7,1.0,5.0,163.0,3.313,8.0,US,1,family,3,bookmarks: celebrating black voices
A Perfect Day for Arsenide,SHOW,2020,23,1.0,5.0,18.0,1.4,2.0,HK,1,drama,-1,a perfect day for arsenide
糖糖Online,SHOW,2019,24,1.0,5.4,22.0,0.6,10.0,TW,1,drama,27,糖糖online
Southern Survival,SHOW,2020,29,1.0,5.2,462.0,1.847,8.3,US,1,reality,19,southern survival
Styling Hollywood,SHOW,2019,36,1.0,6.6,361.0,1.289,10.0,US,1,reality,19,styling hollywood
Bangkok Buddies,SHOW,2019,40,1.0,6.8,17.0,3.237,10.0,TH,1,drama,48,bangkok buddies
DeMarcus Family Rules,SHOW,2020,28,1.0,6.4,112.0,1.532,5.5,US,1,reality,19,demarcus family rules
The Charming Stepmom,SHOW,2019,46,1.0,7.9,18.0,5.114,10.0,TH,1,family,-1,the charming stepmom
Arashi's Diary: Voyage,SHOW,2019,30,1.0,7.8,44.0,3.2,9.5,JP,1,documentation,-1,arashi's diary: voyage
Children of Adam,SHOW,2020,40,1.0,7.7,186.0,3.843,8.5,LB,1,drama,-1,children of adam
Ladies Up,SHOW,2020,17,1.0,4.3,237.0,1.598,8.0,IN,1,reality,-1,ladies up
True Tunes,SHOW,2019,3,1.0,8.0,13.0,1.522,10.0,US,1,family,3,true tunes
The Good Bandit,SHOW,2019,44,1.0,7.8,99.0,4.072,7.4,CO,1,comedy,-1,the good bandit
Resident Evil,SHOW,2022,51,1.0,3.7,24982.0,1387.392,5.956,US,1,scifi,-1,resident evil
The Lincoln Lawyer,SHOW,2022,50,1.0,7.7,30295.0,68.925,8.1,US,1,crime,16,the lincoln lawyer
Man vs. Bee,SHOW,2022,11,1.0,6.8,22287.0,260.169,7.477,GB,1,comedy,0,man vs. bee
How to Change Your Mind,SHOW,2022,54,1.0,8.2,627.0,19.552,7.0,US,1,documentation,26,how to change your mind
God's Favorite Idiot,SHOW,2022,27,1.0,5.7,4196.0,7.322,7.0,US,1,comedy,1,god's favorite idiot
Keep Sweet: Pray and Obey,SHOW,2022,49,1.0,7.4,7174.0,10.307,7.4,US,1,crime,16,keep sweet: pray and obey
"Boo, Bitch",SHOW,2022,25,1.0,5.7,2203.0,481.983,6.5,US,1,scifi,2,"boo, bitch"
Midnight Mass,SHOW,2021,64,1.0,7.7,106385.0,73.108,7.613,US,1,fantasy,-1,midnight mass
Inventing Anna,SHOW,2022,68,1.0,6.8,61061.0,74.876,6.8,US,1,drama,10,inventing anna
Snowflake Mountain,SHOW,2022,38,1.0,4.9,691.0,3.681,6.7,GB,1,reality,14,snowflake mountain
Anatomy of a Scandal,SHOW,2022,46,1.0,7.0,23981.0,11.678,7.5,GB,2,drama,29,anatomy of a scandal
Arcane,SHOW,2021,41,1.0,9.0,186899.0,106.45,9.081,US,1,scifi,2,arcane
